Jnr Sm ID,Lead ID,Lead Stage,Call Done Date,Call Status,Call Reason
JNR1003MG,USR1060,lead,"Feb 21, 2022",successful,demo_schedule
JNR1003MG,USR1060,lead,"Feb 22, 2022",successful,demo_not_attended
JNR1004MG,USR1061,lead,"Jan 3, 2022",successful,lead_introduction
JNR1004MG,USR1061,lead,"Jan 4, 2022",successful,demo_schedule
JNR1004MG,USR1062,lead,"Jan 4, 2022",successful,lead_introduction
JNR1004MG,USR1062,lead,"Jan 6, 2022",successful,demo_schedule
JNR1004MG,USR1062,lead,"Jan 7, 2022",successful,demo_not_attended
JNR1004MG,USR1062,lead,"Jan 7, 2022",successful,demo_not_attended
JNR1004MG,USR1062,lead,"Jan 7, 2022",unsuccessful,demo_not_attended
JNR1004MG,USR1062,lead,"Jan 7, 2022",successful,demo_not_attended
JNR1004MG,USR1062,awareness,"Jan 7, 2022",successful,post_demo_followup
JNR1004MG,USR1062,consideration,"Jan 8, 2022",successful,interested_for_conversion
JNR1004MG,USR1062,consideration,"Jan 9, 2022",successful,followup_for_conversion
JNR1004MG,USR1062,consideration,"Jan 9, 2022",successful,followup_for_conversion
JNR1004MG,USR1062,conversion,"Jan 9, 2022",successful,successful_conversion
JNR1004MG,USR1063,lead,"Jan 1, 2022",unsuccessful,lead_introduction
JNR1004MG,USR1063,lead,"Jan 1, 2022",successful,lead_introduction
JNR1004MG,USR1063,lead,"Jan 1, 2022",successful,demo_schedule
JNR1004MG,USR1063,lead,"Jan 1, 2022",successful,demo_not_attended
JNR1004MG,USR1063,lead,"Jan 1, 2022",successful,demo_not_attended
JNR1004MG,USR1063,lead,"Jan 1, 2022",successful,demo_not_attended
JNR1004MG,USR1063,awareness,"Jan 1, 2022",successful,post_demo_followup
JNR1004MG,USR1063,consideration,"Jan 2, 2022",successful,interested_for_conversion
JNR1004MG,USR1063,consideration,"Jan 3, 2022",unsuccessful,followup_for_conversion
JNR1004MG,USR1063,consideration,"Jan 3, 2022",successful,followup_for_conversion
JNR1004MG,USR1063,conversion,"Jan 3, 2022",successful,successful_conversion
JNR1004MG,USR1064,lead,"Jan 2, 2022",successful,lead_introduction
JNR1004MG,USR1064,lead,"Jan 4, 2022",successful,demo_schedule
JNR1004MG,USR1064,lead,"Jan 5, 2022",successful,demo_not_attended
JNR1004MG,USR1064,lead,"Jan 5, 2022",successful,demo_not_attended
JNR1004MG,USR1065,lead,"Jan 3, 2022",unsuccessful,lead_introduction
JNR1004MG,USR1065,lead,"Jan 4, 2022",successful,lead_introduction
JNR1004MG,USR1065,lead,"Jan 5, 2022",successful,demo_schedule
JNR1004MG,USR1065,lead,"Jan 6, 2022",successful,demo_not_attended
JNR1004MG,USR1065,awareness,"Jan 6, 2022",successful,post_demo_followup
JNR1004MG,USR1065,consideration,"Jan 7, 2022",unsuccessful,interested_for_conversion
JNR1004MG,USR1065,awareness,"Jan 6, 2022",successful,followup_for_consideration
JNR1004MG,USR1065,consideration,"Jan 7, 2022",successful,interested_for_conversion
JNR1004MG,USR1065,awareness,"Jan 6, 2022",successful,followup_for_consideration
JNR1004MG,USR1066,lead,"Jan 8, 2022",successful,lead_introduction
JNR1004MG,USR1066,lead,"Jan 9, 2022",successful,demo_schedule
JNR1004MG,USR1066,lead,"Jan 10, 2022",successful,demo_not_attended
JNR1004MG,USR1066,lead,"Jan 10, 2022",successful,demo_not_attended
JNR1004MG,USR1066,lead,"Jan 10, 2022",unsuccessful,demo_not_attended
JNR1004MG,USR1066,lead,"Jan 10, 2022",successful,demo_not_attended
JNR1004MG,USR1067,lead,"Jan 8, 2022",successful,lead_introduction
JNR1004MG,USR1067,lead,"Jan 10, 2022",successful,demo_schedule
JNR1004MG,USR1067,lead,"Jan 10, 2022",successful,demo_not_attended
JNR1004MG,USR1067,lead,"Jan 10, 2022",successful,demo_not_attended
JNR1004MG,USR1067,awareness,"Jan 10, 2022",successful,post_demo_followup
JNR1004MG,USR1067,consideration,"Jan 11, 2022",unsuccessful,interested_for_conversion
JNR1004MG,USR1067,consideration,"Jan 12, 2022",successful,interested_for_conversion
JNR1004MG,USR1067,consideration,"Jan 11, 2022",unsuccessful,interested_for_conversion
JNR1004MG,USR1068,lead,"Jan 8, 2022",unsuccessful,lead_introduction
JNR1004MG,USR1068,lead,"Jan 8, 2022",successful,lead_introduction
JNR1004MG,USR1068,lead,"Jan 10, 2022",successful,demo_schedule
JNR1004MG,USR1068,lead,"Jan 11, 2022",successful,demo_not_attended
JNR1004MG,USR1068,lead,"Jan 11, 2022",successful,demo_not_attended
JNR1004MG,USR1069,lead,"Jan 8, 2022",successful,lead_introduction
JNR1004MG,USR1069,lead,"Jan 9, 2022",successful,demo_schedule
JNR1004MG,USR1069,lead,"Jan 10, 2022",successful,demo_not_attended
JNR1004MG,USR1070,lead,"Jan 8, 2022",unsuccessful,lead_introduction
JNR1004MG,USR1070,lead,"Jan 9, 2022",successful,lead_introduction
JNR1004MG,USR1070,lead,"Jan 10, 2022",successful,demo_schedule
JNR1004MG,USR1070,lead,"Jan 14, 2022",successful,demo_not_attended
JNR1004MG,USR1070,lead,"Jan 14, 2022",successful,demo_not_attended
JNR1004MG,USR1070,lead,"Jan 14, 2022",successful,demo_not_attended
JNR1004MG,USR1070,awareness,"Jan 14, 2022",successful,post_demo_followup
JNR1004MG,USR1071,lead,"Jan 15, 2022",successful,lead_introduction
JNR1004MG,USR1071,lead,"Jan 17, 2022",successful,demo_schedule
JNR1004MG,USR1071,lead,"Jan 20, 2022",successful,demo_not_attended
JNR1004MG,USR1071,lead,"Jan 20, 2022",successful,demo_not_attended
JNR1004MG,USR1071,lead,"Jan 20, 2022",unsuccessful,demo_not_attended
JNR1004MG,USR1071,lead,"Jan 20, 2022",successful,demo_not_attended
JNR1004MG,USR1071,awareness,"Jan 20, 2022",successful,post_demo_followup
JNR1004MG,USR1071,consideration,"Jan 21, 2022",unsuccessful,interested_for_conversion
JNR1004MG,USR1071,consideration,"Jan 22, 2022",unsuccessful,interested_for_conversion
JNR1004MG,USR1071,consideration,"Jan 22, 2022",successful,interested_for_conversion
JNR1004MG,USR1072,lead,"Jan 15, 2022",successful,lead_introduction
JNR1004MG,USR1072,lead,"Jan 15, 2022",successful,demo_schedule
JNR1004MG,USR1072,lead,"Jan 17, 2022",successful,demo_not_attended
JNR1004MG,USR1072,lead,"Jan 17, 2022",successful,demo_not_attended
JNR1004MG,USR1072,awareness,"Jan 17, 2022",successful,post_demo_followup
JNR1004MG,USR1072,consideration,"Jan 18, 2022",unsuccessful,interested_for_conversion
JNR1004MG,USR1072,consideration,"Jan 19, 2022",unsuccessful,interested_for_conversion
JNR1004MG,USR1072,consideration,"Jan 20, 2022",successful,interested_for_conversion
JNR1004MG,USR1072,conversion,"Jan 19, 2022",successful,successful_conversion
JNR1004MG,USR1073,lead,"Jan 17, 2022",unsuccessful,lead_introduction
JNR1004MG,USR1073,lead,"Jan 18, 2022",successful,lead_introduction
JNR1004MG,USR1073,lead,"Jan 20, 2022",unsuccessful,demo_schedule
JNR1004MG,USR1073,lead,"Jan 19, 2022",successful,demo_schedule
JNR1004MG,USR1073,lead,"Jan 19, 2022",successful,demo_not_attended
JNR1004MG,USR1073,lead,"Jan 19, 2022",successful,demo_not_attended
JNR1004MG,USR1073,awareness,"Jan 19, 2022",successful,post_demo_followup
JNR1004MG,USR1073,consideration,"Jan 20, 2022",successful,interested_for_conversion
JNR1004MG,USR1073,consideration,"Jan 21, 2022",successful,followup_for_conversion
JNR1004MG,USR1073,consideration,"Jan 21, 2022",successful,followup_for_conversion
JNR1004MG,USR1073,conversion,"Jan 21, 2022",successful,successful_conversion
JNR1004MG,USR1074,lead,"Jan 17, 2022",successful,lead_introduction
JNR1004MG,USR1074,lead,"Jan 18, 2022",successful,demo_schedule
JNR1004MG,USR1075,lead,"Jan 15, 2022",unsuccessful,lead_introduction
JNR1004MG,USR1075,lead,"Jan 16, 2022",successful,lead_introduction
JNR1004MG,USR1075,lead,"Jan 18, 2022",successful,demo_schedule
JNR1004MG,USR1075,lead,"Jan 18, 2022",successful,demo_not_attended
JNR1004MG,USR1075,lead,"Jan 18, 2022",successful,demo_not_attended
JNR1004MG,USR1075,lead,"Jan 18, 2022",successful,demo_not_attended
JNR1004MG,USR1075,awareness,"Jan 18, 2022",successful,post_demo_followup
JNR1004MG,USR1076,lead,"Feb 19, 2022",successful,lead_introduction
JNR1004MG,USR1076,lead,"Feb 21, 2022",successful,demo_schedule
JNR1004MG,USR1077,lead,"Feb 19, 2022",successful,lead_introduction
JNR1004MG,USR1077,lead,"Feb 20, 2022",successful,demo_schedule
JNR1004MG,USR1077,lead,"Feb 23, 2022",successful,demo_not_attended
JNR1004MG,USR1077,lead,"Feb 23, 2022",successful,demo_not_attended
JNR1004MG,USR1077,lead,"Feb 23, 2022",unsuccessful,demo_not_attended
JNR1004MG,USR1077,lead,"Feb 23, 2022",successful,demo_not_attended
JNR1004MG,USR1077,awareness,"Feb 23, 2022",successful,post_demo_followup
JNR1004MG,USR1077,consideration,"Feb 24, 2022",successful,interested_for_conversion
JNR1004MG,USR1077,consideration,"Feb 25, 2022",unsuccessful,followup_for_conversion
JNR1004MG,USR1077,consideration,"Feb 25, 2022",successful,followup_for_conversion
JNR1004MG,USR1078,lead,"Feb 19, 2022",unsuccessful,lead_introduction
JNR1004MG,USR1078,lead,"Feb 19, 2022",successful,lead_introduction
JNR1004MG,USR1078,lead,"Feb 20, 2022",successful,demo_schedule
JNR1004MG,USR1078,lead,"Feb 22, 2022",successful,demo_not_attended
JNR1004MG,USR1078,lead,"Feb 22, 2022",successful,demo_not_attended
JNR1004MG,USR1078,lead,"Feb 22, 2022",successful,demo_not_attended
JNR1004MG,USR1078,awareness,"Feb 22, 2022",successful,post_demo_followup
JNR1004MG,USR1079,lead,"Feb 19, 2022",successful,lead_introduction
JNR1004MG,USR1079,lead,"Feb 21, 2022",successful,demo_schedule
JNR1004MG,USR1079,lead,"Feb 22, 2022",successful,demo_not_attended
JNR1004MG,USR1079,lead,"Feb 22, 2022",successful,demo_not_attended
JNR1004MG,USR1080,lead,"Feb 19, 2022",unsuccessful,lead_introduction
JNR1004MG,USR1080,lead,"Feb 20, 2022",successful,lead_introduction
JNR1004MG,USR1080,lead,"Feb 20, 2022",successful,demo_schedule
JNR1004MG,USR1080,lead,"Feb 21, 2022",successful,demo_not_attended
JNR1005MG,USR1081,lead,"Jan 3, 2022",successful,lead_introduction
JNR1005MG,USR1081,lead,"Jan 5, 2022",successful,demo_schedule
JNR1005MG,USR1082,lead,"Jan 4, 2022",successful,lead_introduction
JNR1005MG,USR1082,lead,"Jan 5, 2022",successful,demo_schedule
JNR1005MG,USR1082,lead,"Jan 5, 2022",successful,demo_not_attended
JNR1005MG,USR1082,lead,"Jan 5, 2022",successful,demo_not_attended
JNR1005MG,USR1082,lead,"Jan 5, 2022",unsuccessful,demo_not_attended
JNR1005MG,USR1082,lead,"Jan 5, 2022",successful,demo_not_attended
JNR1005MG,USR1082,awareness,"Jan 5, 2022",successful,post_demo_followup
JNR1005MG,USR1082,consideration,"Jan 6, 2022",unsuccessful,interested_for_conversion
JNR1005MG,USR1082,consideration,"Jan 7, 2022",successful,followup_for_conversion
JNR1005MG,USR1082,consideration,"Jan 6, 2022",successful,interested_for_conversion
JNR1005MG,USR1083,lead,"Jan 5, 2022",unsuccessful,lead_introduction
JNR1005MG,USR1083,lead,"Jan 6, 2022",successful,lead_introduction
JNR1005MG,USR1083,lead,"Jan 7, 2022",successful,demo_schedule
JNR1005MG,USR1083,lead,"Jan 8, 2022",successful,demo_not_attended
JNR1005MG,USR1083,lead,"Jan 8, 2022",successful,demo_not_attended
JNR1005MG,USR1083,lead,"Jan 8, 2022",successful,demo_not_attended
JNR1005MG,USR1083,awareness,"Jan 8, 2022",successful,post_demo_followup
JNR1005MG,USR1084,lead,"Jan 1, 2022",successful,lead_introduction
JNR1005MG,USR1084,lead,"Jan 3, 2022",successful,demo_schedule
JNR1005MG,USR1085,lead,"Jan 1, 2022",unsuccessful,lead_introduction
JNR1005MG,USR1085,lead,"Jan 2, 2022",successful,lead_introduction
JNR1005MG,USR1085,lead,"Jan 4, 2022",successful,demo_schedule
JNR1005MG,USR1085,lead,"Jan 4, 2022",successful,demo_not_attended
JNR1005MG,USR1086,lead,"Jan 8, 2022",successful,lead_introduction
JNR1005MG,USR1086,lead,"Jan 9, 2022",successful,demo_schedule
JNR1005MG,USR1086,lead,"Jan 9, 2022",successful,demo_not_attended
JNR1005MG,USR1086,lead,"Jan 9, 2022",successful,demo_not_attended
JNR1005MG,USR1086,lead,"Jan 9, 2022",unsuccessful,demo_not_attended
JNR1005MG,USR1086,lead,"Jan 9, 2022",successful,demo_not_attended
JNR1005MG,USR1087,lead,"Jan 8, 2022",successful,lead_introduction
JNR1005MG,USR1087,lead,"Jan 9, 2022",successful,demo_schedule
JNR1005MG,USR1087,lead,"Jan 10, 2022",successful,demo_not_attended
JNR1005MG,USR1087,lead,"Jan 10, 2022",successful,demo_not_attended
JNR1005MG,USR1087,awareness,"Jan 10, 2022",successful,post_demo_followup
JNR1005MG,USR1087,consideration,"Jan 10, 2022",unsuccessful,interested_for_conversion
JNR1005MG,USR1087,consideration,"Jan 11, 2022",successful,followup_for_conversion
JNR1005MG,USR1087,consideration,"Jan 10, 2022",successful,interested_for_conversion
JNR1005MG,USR1088,lead,"Jan 8, 2022",unsuccessful,lead_introduction
JNR1005MG,USR1088,lead,"Jan 8, 2022",successful,lead_introduction
JNR1005MG,USR1088,lead,"Jan 10, 2022",successful,demo_schedule
JNR1005MG,USR1088,lead,"Jan 10, 2022",successful,demo_not_attended
JNR1005MG,USR1088,lead,"Jan 10, 2022",successful,demo_not_attended
JNR1005MG,USR1089,lead,"Jan 8, 2022",successful,lead_introduction
JNR1005MG,USR1089,lead,"Jan 10, 2022",successful,demo_schedule
JNR1005MG,USR1089,lead,"Jan 10, 2022",successful,demo_not_attended
JNR1005MG,USR1090,lead,"Jan 8, 2022",unsuccessful,lead_introduction
JNR1005MG,USR1090,lead,"Jan 9, 2022",successful,lead_introduction
JNR1005MG,USR1090,lead,"Jan 10, 2022",successful,demo_schedule
JNR1005MG,USR1090,lead,"Jan 14, 2022",successful,demo_not_attended
JNR1005MG,USR1090,lead,"Jan 14, 2022",successful,demo_not_attended
JNR1005MG,USR1090,lead,"Jan 14, 2022",successful,demo_not_attended
JNR1005MG,USR1090,awareness,"Jan 14, 2022",successful,post_demo_followup
JNR1005MG,USR1091,lead,"Jan 17, 2022",successful,lead_introduction
JNR1005MG,USR1091,lead,"Jan 18, 2022",successful,demo_schedule
JNR1005MG,USR1091,lead,"Jan 20, 2022",successful,demo_not_attended
JNR1005MG,USR1091,lead,"Jan 20, 2022",successful,demo_not_attended
JNR1005MG,USR1091,lead,"Jan 20, 2022",unsuccessful,demo_not_attended
JNR1005MG,USR1091,lead,"Jan 20, 2022",successful,demo_not_attended
JNR1005MG,USR1091,awareness,"Jan 20, 2022",successful,post_demo_followup
JNR1005MG,USR1091,consideration,"Jan 20, 2022",successful,interested_for_conversion
JNR1005MG,USR1091,consideration,"Jan 21, 2022",unsuccessful,followup_for_conversion
JNR1005MG,USR1091,consideration,"Jan 22, 2022",successful,followup_for_conversion
JNR1005MG,USR1092,lead,"Jan 18, 2022",successful,lead_introduction
JNR1005MG,USR1092,lead,"Jan 20, 2022",successful,demo_schedule
JNR1005MG,USR1092,lead,"Jan 21, 2022",successful,demo_not_attended
JNR1005MG,USR1092,lead,"Jan 21, 2022",successful,demo_not_attended
JNR1005MG,USR1092,awareness,"Jan 21, 2022",successful,post_demo_followup
JNR1005MG,USR1092,consideration,"Jan 21, 2022",unsuccessful,interested_for_conversion
JNR1005MG,USR1092,consideration,"Jan 22, 2022",successful,followup_for_conversion
JNR1005MG,USR1092,consideration,"Jan 21, 2022",successful,interested_for_conversion
JNR1005MG,USR1092,conversion,"Jan 22, 2022",successful,successful_conversion
JNR1005MG,USR1093,lead,"Jan 19, 2022",unsuccessful,lead_introduction
JNR1005MG,USR1093,lead,"Jan 20, 2022",successful,lead_introduction
JNR1005MG,USR1093,lead,"Jan 20, 2022",unsuccessful,demo_schedule
JNR1005MG,USR1093,lead,"Jan 22, 2022",successful,demo_schedule
JNR1005MG,USR1093,lead,"Jan 27, 2022",successful,demo_not_attended
JNR1005MG,USR1093,awareness,"Jan 27, 2022",successful,post_demo_followup
JNR1005MG,USR1093,awareness,"Jan 27, 2022",successful,post_demo_followup
JNR1005MG,USR1093,consideration,"Jan 27, 2022",successful,interested_for_conversion
JNR1005MG,USR1093,consideration,"Jan 28, 2022",successful,followup_for_conversion
JNR1005MG,USR1093,consideration,"Jan 29, 2022",successful,followup_for_conversion
JNR1005MG,USR1093,conversion,"Jan 28, 2022",successful,successful_conversion
JNR1005MG,USR1094,lead,"Jan 17, 2022",successful,lead_introduction
JNR1005MG,USR1094,lead,"Jan 18, 2022",successful,demo_schedule
JNR1005MG,USR1094,lead,"Jan 18, 2022",successful,demo_not_attended
JNR1005MG,USR1095,lead,"Jan 15, 2022",unsuccessful,lead_introduction
JNR1005MG,USR1095,lead,"Jan 16, 2022",successful,lead_introduction
JNR1005MG,USR1095,lead,"Jan 17, 2022",successful,demo_schedule
JNR1005MG,USR1095,lead,"Jan 18, 2022",successful,demo_not_attended
JNR1005MG,USR1095,lead,"Jan 18, 2022",successful,demo_not_attended
JNR1005MG,USR1095,lead,"Jan 18, 2022",successful,demo_not_attended
JNR1005MG,USR1095,awareness,"Jan 18, 2022",successful,post_demo_followup
JNR1005MG,USR1095,awareness,"Jan 18, 2022",successful,post_demo_followup
JNR1005MG,USR1096,lead,"Feb 21, 2022",successful,lead_introduction
JNR1005MG,USR1096,lead,"Feb 23, 2022",successful,demo_schedule
JNR1005MG,USR1096,lead,"Feb 23, 2022",successful,demo_not_attended
JNR1005MG,USR1096,lead,"Feb 23, 2022",successful,demo_not_attended
JNR1005MG,USR1096,lead,"Feb 23, 2022",unsuccessful,demo_not_attended
JNR1005MG,USR1096,lead,"Feb 23, 2022",successful,demo_not_attended
JNR1005MG,USR1097,lead,"Feb 22, 2022",successful,lead_introduction
JNR1005MG,USR1097,lead,"Feb 22, 2022",successful,demo_schedule
JNR1005MG,USR1097,lead,"Feb 23, 2022",successful,demo_not_attended
JNR1005MG,USR1097,lead,"Feb 23, 2022",successful,demo_not_attended
JNR1005MG,USR1097,lead,"Feb 23, 2022",unsuccessful,demo_not_attended
JNR1005MG,USR1097,lead,"Feb 23, 2022",successful,demo_not_attended
JNR1005MG,USR1097,awareness,"Feb 23, 2022",successful,post_demo_followup
JNR1005MG,USR1097,consideration,"Feb 23, 2022",unsuccessful,interested_for_conversion
JNR1005MG,USR1097,consideration,"Feb 24, 2022",successful,followup_for_conversion
JNR1005MG,USR1097,consideration,"Feb 23, 2022",successful,interested_for_conversion
JNR1005MG,USR1098,lead,"Feb 23, 2022",unsuccessful,lead_introduction
JNR1005MG,USR1098,lead,"Feb 24, 2022",successful,lead_introduction
JNR1005MG,USR1098,lead,"Feb 24, 2022",successful,demo_schedule
JNR1005MG,USR1098,lead,"Feb 25, 2022",successful,demo_not_attended
JNR1005MG,USR1098,lead,"Feb 25, 2022",successful,demo_not_attended
JNR1005MG,USR1098,lead,"Feb 25, 2022",successful,demo_not_attended
JNR1005MG,USR1098,awareness,"Feb 25, 2022",successful,post_demo_followup
JNR1005MG,USR1099,lead,"Feb 19, 2022",successful,lead_introduction
JNR1005MG,USR1099,lead,"Feb 19, 2022",successful,demo_schedule
JNR1005MG,USR1099,lead,"Feb 19, 2022",successful,demo_not_attended
JNR1005MG,USR1099,lead,"Feb 19, 2022",successful,demo_not_attended
JNR1005MG,USR1100,lead,"Feb 19, 2022",unsuccessful,lead_introduction
JNR1005MG,USR1100,lead,"Feb 20, 2022",successful,lead_introduction
JNR1005MG,USR1100,lead,"Feb 20, 2022",successful,demo_schedule
JNR1005MG,USR1100,lead,"Feb 20, 2022",successful,demo_not_attended
JNR1006MG,USR1101,lead,"Jan 3, 2022",successful,lead_introduction
JNR1006MG,USR1101,lead,"Jan 3, 2022",successful,demo_schedule
JNR1006MG,USR1101,lead,"Jan 3, 2022",successful,demo_not_attended
JNR1006MG,USR1101,lead,"Jan 3, 2022",successful,demo_not_attended
JNR1006MG,USR1101,lead,"Jan 3, 2022",unsuccessful,demo_not_attended
JNR1006MG,USR1101,lead,"Jan 3, 2022",successful,demo_not_attended
JNR1006MG,USR1102,lead,"Jan 4, 2022",successful,lead_introduction
JNR1006MG,USR1102,lead,"Jan 4, 2022",successful,demo_schedule
JNR1006MG,USR1102,lead,"Jan 7, 2022",successful,demo_not_attended
JNR1006MG,USR1102,lead,"Jan 7, 2022",successful,demo_not_attended
JNR1006MG,USR1102,lead,"Jan 7, 2022",unsuccessful,demo_not_attended
JNR1006MG,USR1102,lead,"Jan 7, 2022",successful,demo_not_attended
JNR1006MG,USR1102,awareness,"Jan 7, 2022",successful,post_demo_followup
JNR1006MG,USR1102,consideration,"Jan 7, 2022",successful,interested_for_conversion
JNR1006MG,USR1102,consideration,"Jan 7, 2022",successful,followup_for_conversion
JNR1006MG,USR1102,consideration,"Jan 7, 2022",successful,followup_for_conversion
JNR1006MG,USR1102,conversion,"Jan 7, 2022",successful,successful_conversion
JNR1006MG,USR1103,lead,"Jan 1, 2022",unsuccessful,lead_introduction
JNR1006MG,USR1103,lead,"Jan 1, 2022",successful,lead_introduction
JNR1006MG,USR1103,lead,"Jan 1, 2022",successful,demo_schedule
JNR1006MG,USR1103,lead,"Jan 1, 2022",successful,demo_not_attended
JNR1006MG,USR1103,lead,"Jan 1, 2022",successful,demo_not_attended
JNR1006MG,USR1103,lead,"Jan 1, 2022",successful,demo_not_attended
JNR1006MG,USR1103,awareness,"Jan 1, 2022",successful,post_demo_followup
JNR1006MG,USR1103,consideration,"Jan 1, 2022",successful,interested_for_conversion
JNR1006MG,USR1103,consideration,"Jan 1, 2022",successful,followup_for_conversion
JNR1006MG,USR1103,consideration,"Jan 1, 2022",successful,followup_for_conversion
JNR1006MG,USR1103,conversion,"Jan 1, 2022",successful,successful_conversion
JNR1006MG,USR1104,lead,"Jan 2, 2022",successful,lead_introduction
JNR1006MG,USR1104,lead,"Jan 2, 2022",successful,demo_schedule
JNR1006MG,USR1104,lead,"Jan 2, 2022",successful,demo_not_attended
JNR1006MG,USR1104,lead,"Jan 2, 2022",successful,demo_not_attended
JNR1006MG,USR1105,lead,"Jan 3, 2022",unsuccessful,lead_introduction
JNR1006MG,USR1105,lead,"Jan 4, 2022",successful,lead_introduction
JNR1006MG,USR1105,lead,"Jan 4, 2022",successful,demo_schedule
JNR1006MG,USR1105,lead,"Jan 6, 2022",successful,demo_not_attended
JNR1006MG,USR1105,awareness,"Jan 6, 2022",successful,post_demo_followup
JNR1006MG,USR1105,consideration,"Jan 7, 2022",successful,interested_for_conversion
JNR1006MG,USR1105,awareness,"Jan 6, 2022",successful,followup_for_consideration
JNR1006MG,USR1105,consideration,"Jan 7, 2022",successful,interested_for_conversion
JNR1006MG,USR1105,awareness,"Jan 6, 2022",successful,followup_for_consideration
JNR1006MG,USR1106,lead,"Jan 8, 2022",successful,lead_introduction
JNR1006MG,USR1106,lead,"Jan 8, 2022",successful,demo_schedule
JNR1006MG,USR1106,lead,"Jan 8, 2022",successful,demo_not_attended
JNR1006MG,USR1106,lead,"Jan 8, 2022",successful,demo_not_attended
JNR1006MG,USR1106,lead,"Jan 8, 2022",unsuccessful,demo_not_attended
JNR1006MG,USR1106,lead,"Jan 8, 2022",successful,demo_not_attended
JNR1006MG,USR1107,lead,"Jan 8, 2022",successful,lead_introduction
JNR1006MG,USR1107,lead,"Jan 8, 2022",successful,demo_schedule
JNR1006MG,USR1107,lead,"Jan 10, 2022",successful,demo_not_attended
JNR1006MG,USR1107,lead,"Jan 10, 2022",successful,demo_not_attended
JNR1006MG,USR1107,awareness,"Jan 10, 2022",successful,post_demo_followup
JNR1006MG,USR1107,consideration,"Jan 10, 2022",unsuccessful,interested_for_conversion
JNR1006MG,USR1107,consideration,"Jan 10, 2022",successful,interested_for_conversion
JNR1006MG,USR1107,consideration,"Jan 10, 2022",successful,followup_for_conversion
JNR1006MG,USR1108,lead,"Jan 8, 2022",unsuccessful,lead_introduction
JNR1006MG,USR1108,lead,"Jan 8, 2022",successful,lead_introduction
JNR1006MG,USR1108,lead,"Jan 8, 2022",successful,demo_schedule
JNR1006MG,USR1108,lead,"Jan 8, 2022",successful,demo_not_attended
JNR1006MG,USR1108,lead,"Jan 8, 2022",successful,demo_not_attended
JNR1006MG,USR1109,lead,"Jan 8, 2022",successful,lead_introduction
JNR1006MG,USR1109,lead,"Jan 8, 2022",successful,demo_schedule
JNR1006MG,USR1109,lead,"Jan 8, 2022",successful,demo_not_attended
JNR1006MG,USR1110,lead,"Jan 8, 2022",unsuccessful,lead_introduction
JNR1006MG,USR1110,lead,"Jan 9, 2022",successful,lead_introduction
JNR1006MG,USR1110,lead,"Jan 9, 2022",successful,demo_schedule
JNR1006MG,USR1110,lead,"Jan 14, 2022",successful,demo_not_attended
JNR1006MG,USR1110,lead,"Jan 14, 2022",successful,demo_not_attended
JNR1006MG,USR1110,lead,"Jan 14, 2022",successful,demo_not_attended
JNR1006MG,USR1110,awareness,"Jan 14, 2022",successful,post_demo_followup
JNR1006MG,USR1111,lead,"Jan 15, 2022",successful,lead_introduction
JNR1006MG,USR1111,lead,"Jan 15, 2022",successful,demo_schedule
JNR1006MG,USR1111,lead,"Jan 20, 2022",successful,demo_not_attended
JNR1006MG,USR1111,lead,"Jan 20, 2022",successful,demo_not_attended
JNR1006MG,USR1111,lead,"Jan 20, 2022",unsuccessful,demo_not_attended
JNR1006MG,USR1111,lead,"Jan 20, 2022",successful,demo_not_attended
JNR1006MG,USR1111,awareness,"Jan 20, 2022",successful,post_demo_followup
JNR1006MG,USR1111,consideration,"Jan 20, 2022",successful,interested_for_conversion
JNR1006MG,USR1111,consideration,"Jan 20, 2022",successful,followup_for_conversion
JNR1006MG,USR1111,consideration,"Jan 20, 2022",successful,followup_for_conversion
JNR1006MG,USR1112,lead,"Jan 15, 2022",successful,lead_introduction
JNR1006MG,USR1112,lead,"Jan 15, 2022",successful,demo_schedule
JNR1006MG,USR1112,lead,"Jan 17, 2022",successful,demo_not_attended
JNR1006MG,USR1112,lead,"Jan 17, 2022",successful,demo_not_attended
JNR1006MG,USR1112,awareness,"Jan 17, 2022",successful,post_demo_followup
JNR1006MG,USR1112,consideration,"Jan 17, 2022",successful,interested_for_conversion
JNR1006MG,USR1112,consideration,"Jan 17, 2022",successful,followup_for_conversion
JNR1006MG,USR1112,consideration,"Jan 17, 2022",successful,followup_for_conversion
JNR1006MG,USR1112,conversion,"Jan 17, 2022",successful,successful_conversion
JNR1006MG,USR1113,lead,"Jan 17, 2022",unsuccessful,lead_introduction
JNR1006MG,USR1113,lead,"Jan 18, 2022",successful,lead_introduction
JNR1006MG,USR1113,lead,"Jan 20, 2022",unsuccessful,demo_schedule
JNR1006MG,USR1113,lead,"Jan 19, 2022",successful,demo_schedule
JNR1006MG,USR1113,lead,"Jan 19, 2022",successful,demo_not_attended
JNR1006MG,USR1113,lead,"Jan 19, 2022",successful,demo_not_attended
JNR1006MG,USR1113,awareness,"Jan 19, 2022",successful,post_demo_followup
JNR1006MG,USR1113,consideration,"Jan 19, 2022",successful,interested_for_conversion
JNR1006MG,USR1113,consideration,"Jan 19, 2022",unsuccessful,followup_for_conversion
JNR1006MG,USR1113,consideration,"Jan 19, 2022",successful,followup_for_conversion
JNR1006MG,USR1113,conversion,"Jan 19, 2022",successful,successful_conversion
JNR1006MG,USR1114,lead,"Jan 17, 2022",successful,lead_introduction
